Month,Log Ret EP,d/p,e/p,b/m,ntis,d/e,tbl,dfy,tms
197405,-0.040961777,-3.216358373,-2.315810338,0.860416121,0.009047179,-0.900548035,0.0823,0.0068,-0.0013
197406,-0.021335803,-3.193049425,-2.286437107,0.860158772,0.007816028,-0.906612319,0.079,0.008,0.0022
197407,-0.087255029,-3.103603679,-2.191441684,0.911239322,0.007261381,-0.912161996,0.0755,0.0076,0.0068
197408,-0.102055868,-3.000595083,-2.083004917,1.017123994,0.006367088,-0.917590166,0.0896,0.0077,-0.0041
197409,-0.133771867,-2.873517426,-1.942296918,1.135440143,0.004984472,-0.931220509,0.0806,0.0094,0.0031
197410,0.144845776,-3.024560625,-2.101422084,1.037083784,0.003580264,-0.923138541,0.0746,0.0121,0.0049
197411,-0.060851954,-2.967132733,-2.054924769,1.115637022,0.007846465,-0.912207964,0.0747,0.0171,0.0024
197412,-0.026297957,-2.941235248,-2.042782225,1.120018175,0.008907642,-0.898453024,0.0715,0.0174,0.0045
197501,0.110633267,-3.051561966,-2.175254524,0.980829627,0.008596228,-0.876307442,0.0626,0.0198,0.017
197502,0.053588196,-3.101515043,-2.250331786,0.93390163,0.011740071,-0.851183257,0.055,0.0203,0.0238
197503,0.016897306,-3.120255826,-2.289002137,0.972466315,0.02061813,-0.831253689,0.0549,0.0181,0.0275
197504,0.041517779,-3.163724005,-2.354702263,0.909489371,0.02267343,-0.809021742,0.0561,0.0163,0.0291
197505,0.038807175,-3.201474625,-2.417766332,0.8975237,0.023140532,-0.783708292,0.0523,0.0179,0.0313
197506,0.038928265,-3.244843018,-2.481445894,0.84983902,0.023140479,-0.763397123,0.0534,0.0185,0.0279
197507,-0.075146796,-3.174791552,-2.419805329,0.898365624,0.025221605,-0.754986222,0.0613,0.0171,0.0216
197508,-0.02664789,-3.15349598,-2.406990724,0.894246654,0.026429938,-0.746505256,0.0644,0.0164,0.02
197509,-0.040595615,-3.120935161,-2.380285647,0.940948254,0.02798741,-0.740649515,0.0642,0.0166,0.022
197510,0.054863353,-3.183459249,-2.431548575,0.893497919,0.025901931,-0.751910674,0.0596,0.0176,0.0223
197511,0.019851419,-3.210580645,-2.447475298,0.867928474,0.024582207,-0.763105347,0.0548,0.0178,0.029
197512,-0.01609793,-3.196292098,-2.427489556,0.876338851,0.02359733,-0.768802542,0.0544,0.0177,0.0261
197601,0.10776474,-3.308106959,-2.510413008,0.765933886,0.021783334,-0.797693951,0.0487,0.0181,0.0315
197602,-0.015525864,-3.296639515,-2.470864297,0.76803652,0.022181025,-0.825775218,0.0488,0.0169,0.0314
197603,0.026069499,-3.321461605,-2.473778759,0.784031217,0.015000342,-0.847682846,0.05,0.016,0.0292
197604,-0.015098144,-3.305028925,-2.440266311,0.78607614,0.014190299,-0.864762614,0.0486,0.0154,0.0311
197605,-0.018792562,-3.282549611,-2.403835922,0.803502763,0.014121226,-0.878713688,0.052,0.0128,0.0301
197606,0.03561282,-3.31471357,-2.422456038,0.781427631,0.018952447,-0.892257532,0.0541,0.0127,0.0266
197607,-0.012436718,-3.298741312,-2.403615391,0.795823854,0.018854635,-0.895125921,0.0523,0.0126,0.0282
197608,-0.009411101,-3.285781672,-2.387840078,0.804732269,0.020638253,-0.897941593,0.0514,0.0119,0.0276
197609,0.018164238,-3.290151802,-2.399702302,0.791363274,0.023806384,-0.890449501,0.0508,0.0102,0.0273
197610,-0.026577431,-3.249966412,-2.364729333,0.812079633,0.025659029,-0.885237079,0.0492,0.0097,0.0287
197611,-0.011755437,-3.227235844,-2.344591269,0.827262938,0.027984283,-0.882644575,0.0475,0.0098,0.0274
197612,0.047547515,-3.268573715,-2.383574337,0.779973125,0.028690982,-0.884999378,0.0435,0.0114,0.0286
197701,-0.055694405,-3.2045711,-2.326020362,0.821065205,0.029720963,-0.878550738,0.0462,0.0112,0.0302
197702,-0.025782437,-3.17066783,-2.298456181,0.836803998,0.028130006,-0.872211649,0.0467,0.0108,0.0308
197703,-0.017950533,-3.142325053,-2.278690773,0.868429928,0.030515483,-0.86363428,0.046,0.0102,0.0312
197704,-0.003573004,-3.128509321,-2.267716584,0.86115007,0.031311674,-0.860792738,0.0454,0.0103,0.0317
197705,-0.027974629,-3.093125354,-2.232803242,0.888211337,0.035468693,-0.860322112,0.0496,0.0096,0.0269
197706,0.040186684,-3.128354162,-2.266231666,0.871112081,0.032040779,-0.862122495,0.0502,0.0096,0.0252
197707,-0.020670827,-3.102949173,-2.24063908,0.896783399,0.033360628,-0.862310093,0.0519,0.0093,0.0249
197708,-0.025831087,-3.068259632,-2.210229097,0.92653426,0.033918287,-0.858030535,0.0549,0.0084,0.0205
197709,-0.007313172,-3.054726608,-2.198675956,0.942262516,0.032455367,-0.856050651,0.0581,0.0088,0.0183
197710,-0.049496626,-2.999421114,-2.148712926,0.975377284,0.032784012,-0.850708188,0.0616,0.0085,0.0165
197711,0.021537941,-3.010926743,-2.169765754,0.96203447,0.029221256,-0.841160989,0.061,0.0087,0.0167
197712,-0.002202428,-3.005241062,-2.167084033,0.960333025,0.030501373,-0.838157029,0.0607,0.008,0.0196
197801,-0.068839866,-2.931193752,-2.102678631,1.036731089,0.028844503,-0.828515121,0.0644,0.0076,0.0172
197802,-0.030434244,-2.897751865,-2.076687983,1.075567294,0.03114372,-0.821063882,0.0645,0.0073,0.0177
197803,0.019397381,-2.91407842,-2.100397171,1.111492553,0.027502778,-0.81368125,0.0629,0.0075,0.0202
197804,0.076735746,-2.987811644,-2.172945649,1.005350404,0.022820311,-0.814865995,0.0629,0.0076,0.0209
197805,-0.001102165,-2.985908208,-2.167834524,1.001415639,0.016460826,-0.818073684,0.0641,0.008,0.0211
197806,-0.02333448,-2.960052758,-2.140851566,1.027901581,0.016429115,-0.819201192,0.0673,0.0084,0.0192
197807,0.046682166,-3.004511261,-2.183319909,0.976260336,0.014536048,-0.821191351,0.0701,0.0072,0.0157
197808,0.019710733,-3.024110632,-2.198965854,0.960060218,0.011937759,-0.825144778,0.0708,0.0079,0.0135
197809,-0.013807962,-3.012846884,-2.181837425,0.972257513,0.012671983,-0.831009459,0.0785,0.0073,0.0075
197810,-0.102678134,-2.912844614,-2.064138936,1.062275222,0.014312056,-0.848705678,0.0799,0.007,0.009
197811,0.009328699,-2.927373183,-2.059436024,1.053527402,0.014042336,-0.867937159,0.0864,0.008,0.0013
197812,0.007241186,-2.93233893,-2.053458052,1.045701296,0.014734805,-0.878880878,0.0908,0.0078,-0.001
197901,0.031215104,-2.963533361,-2.06655189,1.003074283,0.014251149,-0.896981471,0.0935,0.0088,-0.0049
197902,-0.044945989,-2.918601987,-2.004105171,1.040775451,0.012106322,-0.914496816,0.0932,0.0082,-0.0024
197903,0.045815534,-2.964623607,-2.03318107,1.033078939,0.011541451,-0.931442537,0.0948,0.0089,-0.0046
197904,-0.006180428,-2.958691002,-2.01795159,1.041876243,0.011503302,-0.940739412,0.0946,0.0095,-0.0024
197905,-0.034665932,-2.920701952,-1.974648809,1.083141804,0.014107559,-0.946053142,0.0961,0.0097,-0.0058
197906,0.030405574,-2.947455866,-1.996227083,1.057863607,0.012025454,-0.951228783,0.0906,0.0109,-0.0029
197907,0.001036979,-2.945113515,-1.989552762,1.052314454,0.009595163,-0.955560753,0.0924,0.0109,-0.0029
197908,0.043815026,-2.987714738,-2.02612797,1.003458648,0.011423681,-0.961586768,0.0952,0.0112,-0.0045
197909,-0.008513656,-2.978681253,-2.011205146,1.013794987,0.009217459,-0.967476107,0.1026,0.011,-0.0099
197910,-0.080775588,-2.898655829,-1.934903376,1.091945568,0.010003297,-0.963752453,0.117,0.0127,-0.0136
197911,0.031963793,-2.933291845,-1.971449225,1.083115462,0.010623748,-0.96184262,0.1179,0.0123,-0.017
197912,0.006644794,-2.941109342,-1.982902478,1.061950068,0.010382317,-0.958206864,0.1204,0.0132,-0.0192
198001,0.046075125,-2.988401118,-2.029330796,1.016954958,0.011219227,-0.959070322,0.12,0.0133,-0.0086
198002,-0.015049087,-2.968480739,-2.015428849,1.03192993,0.010721119,-0.95305189,0.1286,0.0119,-0.01
198003,-0.119943874,-2.85259878,-1.898655757,1.093732103,0.011786772,-0.953943022,0.152,0.0149,-0.0281
198004,0.02937649,-2.884462074,-1.946633903,1.05181994,0.015219445,-0.937828171,0.132,0.0215,-0.0244
198005,0.038394262,-2.923269461,-1.999866955,1.010048775,0.014957668,-0.923402507,0.0858,0.0218,0.0179
198006,0.020737091,-2.943214239,-2.034259319,0.990183427,0.015228094,-0.90895492,0.0707,0.0213,0.0299
198007,0.056316753,-2.999602662,-2.103986224,0.918829919,0.020106984,-0.895616438,0.0806,0.0158,0.0268
198008,-0.00176104,-2.997204185,-2.116566071,0.921519639,0.019975753,-0.880638114,0.0913,0.0151,0.0227
198009,0.016334106,-3.017162241,-2.148229474,0.921687651,0.023909795,-0.868932766,0.1027,0.0168,0.0158
198010,0.00625731,-3.028182205,-2.160033549,0.929593614,0.022895683,-0.868148656,0.1162,0.0192,0.0069
198011,0.086092079,-3.120800535,-2.253429008,0.865161979,0.022022123,-0.867371527,0.1373,0.0167,-0.0143
198012,-0.047286937,-3.079908439,-2.214911001,0.891503024,0.026943668,-0.864997437,0.1549,0.0193,-0.035
198101,-0.059260695,-3.026696927,-2.17350202,0.907238696,0.028799713,-0.853194906,0.1502,0.0222,-0.0291
198102,0.000939698,-3.03988629,-2.192133574,0.881815757,0.03011985,-0.847752716,0.1479,0.0202,-0.0196
198103,0.024326801,-3.068935678,-2.233004159,0.924920557,0.028084793,-0.835931518,0.1336,0.0201,-0.0088
198104,-0.035079099,-3.038891158,-2.199488262,0.930593836,0.027547618,-0.839402896,0.1369,0.0168,-0.0037
198105,-0.015149782,-3.032527392,-2.188137848,0.936223847,0.029014655,-0.844389544,0.163,0.0163,-0.0365
198106,-0.02266284,-3.015824555,-2.168082447,0.950474982,0.028006574,-0.847742107,0.1473,0.0205,-0.0169
198107,-0.01459401,-3.005865939,-2.160110273,0.974966924,0.025694642,-0.845755667,0.1495,0.0179,-0.0125
198108,-0.076953055,-2.935601203,-2.09027944,1.053354056,0.027041141,-0.845321764,0.1551,0.0145,-0.0106
198109,-0.067510443,-2.875675663,-2.029250593,1.092378644,0.021496386,-0.84642507,0.147,0.0143,0.0012
198110,0.036758135,-2.91756565,-2.07526617,1.089085684,0.014963795,-0.84229948,0.1354,0.0171,0.003
198111,0.026927541,-2.94745103,-2.109244141,1.044455443,0.015812304,-0.838206889,0.1086,0.0217,0.0134
198112,-0.039537759,-2.913902255,-2.076752382,1.061142857,0.012006905,-0.837149873,0.1085,0.0232,0.0249
198201,-0.027880904,-2.891701545,-2.071058176,1.065893698,0.010776797,-0.820643369,0.1228,0.0192,0.0187
198202,-0.073629444,-2.823272642,-2.020757362,1.126287315,0.010634652,-0.80251528,0.1348,0.0191,0.0054
198203,-0.020730362,-2.81008174,-2.022839036,1.185750574,0.005605918,-0.787242703,0.1268,0.0224,0.0119
198204,0.028706732,-2.844875032,-2.076580643,1.149983498,0.002949976,-0.768294389,0.127,0.0232,0.0078
198205,-0.049973836,-2.799034748,-2.051359057,1.190423896,-0.000898139,-0.747675691,0.1209,0.0238,0.0149
198206,-0.030836302,-2.777069139,-2.045801558,1.201581417,0.001264247,-0.731267582,0.1247,0.0211,0.0165
198207,-0.032672892,-2.752344929,-2.036993678,1.206529805,-0.011438346,-0.715351251,0.1135,0.0219,0.0217
198208,0.102523149,-2.859151398,-2.161394421,1.082424471,-0.002766925,-0.697756977,0.0868,0.0261,0.0386
198209,0.001007267,-2.86527819,-2.18386135,1.088535565,0.000676433,-0.681416841,0.0792,0.0269,0.0391
198210,0.098283196,-2.969965834,-2.311426698,0.983745412,0.006605586,-0.658539136,0.0771,0.0261,0.0341
198211,0.028783329,-3.003994986,-2.370318163,0.938726811,0.000970401,-0.633676823,0.0807,0.0262,0.0318
198212,0.008449469,-3.016132349,-2.409337045,0.932214727,0.003010052,-0.606795304,0.0794,0.0231,0.0301
198301,0.026068495,-3.047279159,-2.447750112,0.906944315,0.002189374,-0.599529047,0.0786,0.0215,0.0327
198302,0.012081428,-3.064647959,-2.472425096,0.876849239,0.000372211,-0.592222863,0.0811,0.0194,0.0249
198303,0.025624616,-3.09576068,-2.510868373,0.780067786,0.006070006,-0.584892307,0.0835,0.0188,0.0248
198304,0.065429312,-3.166564317,-2.578561225,0.71888762,0.006645137,-0.588003092,0.0821,0.0178,0.023
198305,-0.019225095,-3.152699075,-2.561611747,0.734595577,0.010400778,-0.591087328,0.0819,0.0163,0.0293
198306,0.027319375,-3.184439053,-2.591715679,0.721382042,0.015851538,-0.592723374,0.0879,0.0163,0.024
198307,-0.041109546,-3.147998248,-2.539518229,0.735061123,0.025393117,-0.608480019,0.0908,0.0124,0.029
198308,0.003502119,-3.156392334,-2.532495711,0.724822392,0.019501474,-0.623896623,0.0934,0.0113,0.0276
198309,0.002634889,-3.16222268,-2.524645351,0.714847583,0.023098288,-0.637577329,0.09,0.0118,0.0257
198310,-0.022464836,-3.142673702,-2.491226794,0.719474372,0.024647979,-0.651446909,0.0864,0.0121,0.0324
198311,0.01000229,-3.155709188,-2.490690169,0.690819893,0.0265662,-0.665019019,0.0876,0.012,0.03
198312,-0.016345402,-3.142613416,-2.464323247,0.700359118,0.026986611,-0.678290169,0.09,0.0118,0.0297
198401,-0.01664806,-3.129150023,-2.426260247,0.722197644,0.030672025,-0.702889777,0.089,0.0145,0.029
198402,-0.047180936,-3.085328515,-2.358628033,0.763448031,0.026582773,-0.726700482,0.0909,0.0151,0.0308
198403,0.00550571,-3.091796601,-2.344800612,0.762475427,0.023963288,-0.74699599,0.0952,0.0142,0.0301
198404,-0.002591943,-3.091729975,-2.329928357,0.758658979,0.022622403,-0.761801618,0.0969,0.015,0.0315
198405,-0.069349309,-3.025051981,-2.248812974,0.803910033,0.021477162,-0.776239007,0.0983,0.0146,0.0398
198406,0.009127087,-3.038274858,-2.246602458,0.784351819,0.001234768,-0.7916724,0.0987,0.015,0.0387
198407,-0.02498603,-3.01896571,-2.222634293,0.796391937,-0.001955311,-0.796331417,0.1012,0.0171,0.0281
198408,0.092363007,-3.117302168,-2.316358417,0.72542838,-0.003144522,-0.800943751,0.1047,0.0176,0.0223
198409,-0.012090331,-3.107064158,-2.305599868,0.736050915,-0.009433954,-0.80146429,0.1037,0.0169,0.0198
198410,-0.00814411,-3.100297018,-2.303928641,0.735642466,-0.013401776,-0.796368377,0.0974,0.0131,0.0199
198411,-0.022377025,-3.078407125,-2.287098588,0.747051996,-0.021814345,-0.791308538,0.0861,0.0119,0.0308
198412,0.015433529,-3.095236839,-2.307620471,0.733098376,-0.02715304,-0.787616368,0.0806,0.0127,0.0364
198501,0.065023426,-3.16012281,-2.384108326,0.690255446,-0.029866657,-0.776014484,0.0776,0.0118,0.0351
198502,0.001778997,-3.163534221,-2.397805316,0.691739161,-0.02449627,-0.765728905,0.0827,0.011,0.0382
198503,-0.010004306,-3.157997265,-2.399945419,0.723645779,-0.024776244,-0.758051846,0.0852,0.0113,0.0329
198504,-0.011208003,-3.149493773,-2.411331068,0.72866159,-0.022439957,-0.738162705,0.0795,0.0128,0.0367
198505,0.046426895,-3.198251154,-2.480222307,0.696892984,-0.025493587,-0.718028847,0.0748,0.0143,0.0314
198506,0.006286015,-3.206443652,-2.508802082,0.686430144,-0.026589363,-0.69764157,0.0695,0.0146,0.036
198507,-0.010741988,-3.196449528,-2.512092468,0.68032209,-0.024575091,-0.68435706,0.0708,0.0146,0.0383
198508,-0.017999436,-3.18054859,-2.508235563,0.687176258,-0.024235096,-0.672313027,0.0714,0.0145,0.0354
198509,-0.041240505,-3.142659544,-2.481178984,0.68995883,-0.031306752,-0.66148056,0.071,0.0141,0.0372
198510,0.035681167,-3.181748351,-2.536473925,0.667025635,-0.027135173,-0.645274425,0.0716,0.0134,0.0335
198511,0.057017467,-3.242246168,-2.613354005,0.622703158,-0.027761819,-0.628892164,0.0724,0.0144,0.0287
198512,0.038176108,-3.281270993,-2.671478042,0.592692688,-0.01950253,-0.609792951,0.071,0.0142,0.0246
198601,-0.003510647,-3.278609589,-2.675897273,0.5835174,-0.019149257,-0.602712315,0.0707,0.0139,0.0251
198602,0.063183438,-3.342659111,-2.747006539,0.536376722,-0.017915708,-0.595652572,0.0706,0.0144,0.0135
198603,0.045995743,-3.390372963,-2.800518045,0.519627628,-0.016414384,-0.589854918,0.0656,0.015,0.011
198604,-0.01928651,-3.372403963,-2.781918797,0.529714459,-0.024531719,-0.590485166,0.0606,0.014,0.0176
198605,0.04389659,-3.418940276,-2.826589284,0.503540771,-0.021847201,-0.592350992,0.0615,0.012,0.0233
198606,0.008849292,-3.428025106,-2.836287751,0.499281457,-0.012165508,-0.591737355,0.0621,0.0121,0.0169
198607,-0.065321705,-3.362648,-2.772642933,0.532301401,-0.011165052,-0.590005066,0.0583,0.0128,0.0226
198608,0.064174873,-3.425326756,-2.838262642,0.497803344,-0.00948195,-0.587064114,0.0553,0.0146,0.021
198609,-0.093643006,-3.334801689,-2.745802168,0.534629267,-0.004924233,-0.588999521,0.0521,0.0131,0.0306
198610,0.048976845,-3.385661667,-2.807424082,0.503245802,-0.008046169,-0.578237585,0.0518,0.0138,0.0285
198611,0.016801361,-3.404493072,-2.83708851,0.493671084,-0.002151583,-0.567404562,0.0535,0.0139,0.0244
198612,-0.033293829,-3.373384444,-2.816871572,0.498430866,-0.011437394,-0.556512872,0.0553,0.0148,0.0236
198701,0.119265283,-3.49475778,-2.926477712,0.437897351,-0.005896009,-0.568280068,0.0543,0.0136,0.0235
198702,0.031610664,-3.528614999,-2.948766768,0.424911983,-0.004554262,-0.579848231,0.0559,0.0127,0.0204
198703,0.021400144,-3.547494171,-2.961031133,0.428040214,-0.002283468,-0.586463038,0.0559,0.0125,0.0236
198704,-0.016205167,-3.528860526,-2.96464204,0.431471859,0.004359047,-0.564218486,0.0564,0.0119,0.0295
198705,0.001310414,-3.52780935,-2.986010637,0.430490886,0.006766714,-0.541798713,0.0566,0.0118,0.0314
198706,0.042088138,-3.568759969,-3.04841157,0.407892397,0.005129801,-0.520348399,0.0567,0.012,0.031
198707,0.042366542,-3.610039619,-3.062763491,0.383543216,0.001783397,-0.547276128,0.0569,0.0119,0.0338
198708,0.029340998,-3.639771688,-3.065418446,0.37045382,0.001842517,-0.574353242,0.0604,0.0113,0.0332
198709,-0.029782116,-3.609551665,-3.01022324,0.379966722,0.006187445,-0.599328425,0.064,0.0113,0.0352
198710,-0.250523379,-3.358399502,-2.730905619,0.494850842,0.010454666,-0.627493883,0.0613,0.011,0.0313
198711,-0.09394306,-3.263495367,-2.608920302,0.538027324,0.009923037,-0.654575065,0.0569,0.0122,0.0362
198712,0.065532554,-3.369057945,-2.64751129,0.508812015,0.013341878,-0.721546655,0.0577,0.0118,0.0343
198801,0.034806267,-3.355016914,-2.666600093,0.503773835,0.008456723,-0.688416821,0.0581,0.0119,0.0271
198802,0.036261114,-3.39944401,-2.687427561,0.476197372,0.008881704,-0.712016449,0.0566,0.0122,0.0288
198803,-0.038650606,-3.402782321,-2.633779459,0.507529954,0.006131107,-0.769002862,0.057,0.0118,0.0331
198804,0.004467804,-3.34062003,-2.589402732,0.49647449,0.005172293,-0.751217298,0.0591,0.0123,0.0338
198805,-0.002032079,-3.351165563,-2.541564193,0.496770255,0.001477465,-0.80960137,0.0626,0.0114,0.0326
198806,0.036977722,-3.42693716,-2.535372806,0.471118872,-0.005525903,-0.891564354,0.0646,0.0114,0.0271
198807,-0.011018694,-3.363252841,-2.513774609,0.473991535,-0.002926865,-0.849478232,0.0673,0.0115,0.0274
198808,-0.045230925,-3.323888011,-2.458490523,0.496640662,-0.006353318,-0.865397487,0.0706,0.011,0.0244
198809,0.032945161,-3.386920032,-2.481785491,0.477540454,-0.004761595,-0.90513454,0.0724,0.0108,0.0193
198810,0.019526802,-3.354965806,-2.492428144,0.469597189,-0.010649691,-0.862537662,0.0735,0.009,0.0154
198811,-0.025517481,-3.334765331,-2.458583173,0.47717911,-0.00800822,-0.876182158,0.0776,0.0103,0.0147
198812,0.007878308,-3.331858898,-2.458609917,0.465283574,-0.021639156,-0.873248981,0.0807,0.0108,0.0111
198901,0.06183194,-3.396836715,-2.510615006,0.430769493,-0.022553019,-0.886221708,0.0827,0.0103,0.0076
198902,-0.036454426,-3.362257653,-2.464823038,0.446778457,-0.025037132,-0.897434615,0.0853,0.0097,0.0082
198903,0.013269319,-3.372811744,-2.469260038,0.468691414,-0.023258691,-0.903551706,0.0882,0.0087,0.0047
198904,0.041693274,-3.401908137,-2.51466825,0.444435257,-0.022983769,-0.887239887,0.0865,0.0082,0.0053
198905,0.027533905,-3.431220537,-2.545751017,0.433441526,-0.028182311,-0.88546952,0.0843,0.0089,0.0035
198906,-0.014724896,-3.409185679,-2.534351157,0.440562937,-0.024048198,-0.874834521,0.0815,0.0093,0.0006
198907,0.078136274,-3.485344374,-2.639461942,0.404035089,-0.028620319,-0.845882432,0.0788,0.0094,0.0013
198908,0.008835734,-3.48865118,-2.67571482,0.39272706,-0.024866453,-0.812936359,0.079,0.0092,0.0051
198909,-0.013003392,-3.464814088,-2.690448611,0.39920975,-0.030119629,-0.774365477,0.0775,0.009,0.0072
198910,-0.031844233,-3.43949949,-2.676127483,0.406414929,-0.024302651,-0.763372006,0.0764,0.0089,0.0046
198911,0.010018105,-3.443527059,-2.703840743,0.397225702,-0.02700902,-0.739686315,0.0769,0.0092,0.0039
198912,0.014852483,-3.461015877,-2.736463649,0.390454744,-0.012320164,-0.724552228,0.0763,0.0096,0.0053
199001,-0.077646163,-3.371409665,-2.683230116,0.414971396,-0.013776208,-0.688179549,0.0764,0.0095,0.0101
